,Unnamed: 0,company_name,Date,Share Type,Amount Raised,Raised to Date,Issue Price,Post Money Valuation,Key Investors,Price Per Share,Shares Outstanding,Percent Shares Outstanding,Liquidation Pref Order,Liquidation Pref As Multiplier,Conversion Ratio,Participating,Participation Cap,Dividend Rate,Cumulative,Investors
952,952,postman,Jun 2019,Series B,$50MM,$57MM,$1.22,$359.85MM,"CRV, Nexus Venture Partners",$0.11,"62,395,200",25.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Nexus Venture Partners
953,953,postman,Oct 2016,Series A,$7MM,$7MM,$0.11,$28MM,Nexus Venture Partners,$0.11,"62,395,200",25.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Nexus Venture Partners
954,954,shield-ai,Dec 2023,Series F,$299.19MM,$791.75MM,$43.79,$2.71B,"U.S. Innovative Technology Fund, Riot Ventures, ARK Invest",$0.80,"3,414,857",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Undisclosed Investors
955,955,shield-ai,Dec 2022,Series E,$150MM,$492.56MM,$40.39,$2.3B,"Snowpoint Ventures, Riot Ventures, Disruptive",$0.80,"3,414,857",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Undisclosed Investors
956,956,shield-ai,Aug 2021,Series D,$223.33MM,$342.56MM,$24.04,$1.25B,"Disruptive, Point72 Ventures, Breyer Capital",$0.80,"3,414,857",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Undisclosed Investors
957,957,shield-ai,Feb 2021,Series C,$70.99MM,$119.23MM,$11.61,$295.18MM,Point72 Ventures,$0.80,"3,414,857",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Undisclosed Investors
958,958,shield-ai,Aug 2019,Series B,$25MM,$48.24MM,$7.86,$203.26MM,Undisclosed Investors,$0.80,"3,414,857",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Undisclosed Investors
959,959,shield-ai,Jan 2019,Series A1,$10MM,$23.24MM,$5.12,$113.13MM,"Breyer Capital, Andreessen Horowitz, Homebrew",$0.80,"3,414,857",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Undisclosed Investors
960,960,shield-ai,Apr 2017,Series A,$10.5MM,$13.24MM,$1.85,$30.58MM,"Andreessen Horowitz, Homebrew, Bloomberg Beta",$0.80,"3,414,857",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Undisclosed Investors
961,961,shield-ai,May 2016,Series Seed,$2.74MM,$2.74MM,$0.80,$9.13MM,Undisclosed Investors,$0.80,"3,414,857",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Undisclosed Investors
962,962,sambanova-systems,Apr 2021,Series D-3,$38.68MM,$448.98MM,$95.02,$5.11B,"SoftBank, Temasek, GIC",$0.79,"5,090,937",22.2%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Walden International
963,963,sambanova-systems,Apr 2021,Series D-2,$148.69MM,$558.98MM,$95.02,$5.11B,"SoftBank, Temasek, GIC",$0.79,"5,090,937",22.2%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Walden International
964,964,sambanova-systems,Apr 2021,Series D-1,$488.63MM,$898.93MM,$95.02,$5.11B,"SoftBank, Temasek, GIC",$0.79,"5,090,937",22.2%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Walden International
965,965,sambanova-systems,Feb 2020,Series C-2,$50MM,$252.2MM,$53.24,$2.5B,"BlackRock, GV, Intel Capital",$0.79,"5,090,937",22.2%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Walden International
966,966,sambanova-systems,Feb 2020,Series C-1,$158.1MM,$360.3MM,$53.24,$2.5B,"BlackRock, GV, Intel Capital",$0.79,"5,090,937",22.2%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Walden International
967,967,sambanova-systems,Apr 2019,Series B,$141.6MM,$202.2MM,$22.07,$883.28MM,"Intel Capital, GV, Walden International",$0.79,"5,090,937",22.2%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Walden International
968,968,sambanova-systems,Jun 2018,Series A,$56.6MM,$60.6MM,$6.51,$211.58MM,"Walden International, GV, Atlantic Bridge Ventures",$0.79,"5,090,937",22.2%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Walden International
969,969,sambanova-systems,Sep 2017,Series Seed,$4MM,$4MM,$0.79,$18MM,Walden International,$0.79,"5,090,937",22.2%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Walden International
970,970,memsql,Jul 2022,Series F-2,$116MM,$388.78MM,$6.42,$1.32B,"Goldman Sachs, Sanabil Investments, Dell Technologies Capital",$0.38,"12,796,194",35.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Digital Sky Technologies, First Rounds Capital, New Enterprise Associates, Start Fund, SV Angel"
971,971,memsql,Sep 2021,Series F,$80MM,$272.78MM,$5.28,$939.04MM,"Insight Partners, HP, Khosla Ventures",$0.38,"12,796,194",35.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Digital Sky Technologies, First Rounds Capital, New Enterprise Associates, Start Fund, SV Angel"
972,972,memsql,Dec 2020,Series E,$80MM,$192.78MM,$3.44,$438.88MM,"Insight Partners, Dell Technologies Capital, Hercules Capital",$0.38,"12,796,194",35.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Digital Sky Technologies, First Rounds Capital, New Enterprise Associates, Start Fund, SV Angel"
973,973,memsql,May 2018,Series D,$31.42MM,$112.78MM,$2.56,$265.72MM,"GV, Glynn Capital Management, IA Ventures Accel",$0.38,"12,796,194",35.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Digital Sky Technologies, First Rounds Capital, New Enterprise Associates, Start Fund, SV Angel"
974,974,memsql,Apr 2016,Series C,$34.23MM,$81.36MM,$2.48,$242.58MM,"REV Venture Partners, Caffeinated Capital, Accel",$0.38,"12,796,194",35.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Digital Sky Technologies, First Rounds Capital, New Enterprise Associates, Start Fund, SV Angel"
975,975,memsql,Jan 2014,Series B-1,$11.12MM,$47.13MM,$2.20,$159.78MM,"Accel Partners, Khosla Ventures, First Round Capital",$0.38,"12,796,194",35.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Digital Sky Technologies, First Rounds Capital, New Enterprise Associates, Start Fund, SV Angel"
976,976,memsql,Nov 2013,Series B,$27.3MM,$36MM,$1.53,$98.61MM,"Accel Partners, Khosla Ventures, First Round Capital",$0.38,"12,796,194",35.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Digital Sky Technologies, First Rounds Capital, New Enterprise Associates, Start Fund, SV Angel"
977,977,memsql,Jun 2012,Series A,$3.83MM,$8.71MM,$0.80,$31.25MM,The Data Collective,$0.38,"12,796,194",35.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Digital Sky Technologies, First Rounds Capital, New Enterprise Associates, Start Fund, SV Angel"
978,978,memsql,Jun 2011,Series Seed,$4.88MM,$4.88MM,$0.38,$13.94MM,"Digital Sky Technologies, First Rounds Capital, New Enterprise Associates",$0.38,"12,796,194",35.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Digital Sky Technologies, First Rounds Capital, New Enterprise Associates, Start Fund, SV Angel"
979,979,anthropic,Mar 2024,Series D-3,$3.42B,$6.98B,$30.00,$18.4B,Amazon,$2.57,"48,574,420",20.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Jaan Tallinn, James McClave, Dustin Moskovitz, Eric Schmidt, Center for Emerging Risk Research"
980,980,anthropic,Mar 2024,Series D-2,$120MM,$3.67B,$27.00,$18.4B,Amazon,$2.57,"48,574,420",20.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Jaan Tallinn, James McClave, Dustin Moskovitz, Eric Schmidt, Center for Emerging Risk Research"
981,981,anthropic,Oct 2023,Series D-1,$2B,$3.55B,$30.00,$14.55B,Google,$2.57,"48,574,420",20.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Jaan Tallinn, James McClave, Dustin Moskovitz, Eric Schmidt, Center for Emerging Risk Research"
982,982,anthropic,May 2023,Series C-2,$150MM,$1.26B,$11.23,$4.99B,"Google, Salesforce Ventures, Sound Ventures",$2.57,"48,574,420",20.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Jaan Tallinn, James McClave, Dustin Moskovitz, Eric Schmidt, Center for Emerging Risk Research"
983,983,anthropic,May 2023,Series C-1,$296.34MM,$1.4B,$11.23,$4.99B,"Google, Salesforce Ventures, Sound Ventures",$2.57,"48,574,420",20.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Jaan Tallinn, James McClave, Dustin Moskovitz, Eric Schmidt, Center for Emerging Risk Research"
984,984,anthropic,Feb 2023,Series B,$981.5MM,$1.11B,$11.23,$4.02B,"Sam Bankman-Fried, Caroline Ellison, Jim McClave",$2.57,"48,574,420",20.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Jaan Tallinn, James McClave, Dustin Moskovitz, Eric Schmidt, Center for Emerging Risk Research"
985,985,anthropic,May 2021,Series A,$124.62MM,$124.62MM,$2.57,$623.11MM,"Jaan Tallinn, James McClave, Dustin Moskovitz",$2.57,"48,574,420",20.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Jaan Tallinn, James McClave, Dustin Moskovitz, Eric Schmidt, Center for Emerging Risk Research"
986,986,flexport,Sep 2017,Series C,$159.68MM,$249.05MM,$3.55,$953.3MM,"DST Global, Founders Fund, Susa Ventures",$0.68,"42,231,600",28.1%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Founders Fund, 7percent Ventures, Ceyuan Ventures, Felicis Ventures, Fenway Summer Ventures, FJ Labs, Initialized Capital, A-Grade Investments, Bloomberg Beta, Cherubic Ventures, First Round Capital, FUEL Capital, Google Ventures, Susa Ventures, Y Combinator"
987,987,flexport,Sep 2016,Series B-1,$60.46MM,$89.24MM,$1.81,$380.57MM,"Founders Fund, Bloomberg Beta, Felicis Ventures",$0.68,"42,231,600",28.1%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Founders Fund, 7percent Ventures, Ceyuan Ventures, Felicis Ventures, Fenway Summer Ventures, FJ Labs, Initialized Capital, A-Grade Investments, Bloomberg Beta, Cherubic Ventures, First Round Capital, FUEL Capital, Google Ventures, Susa Ventures, Y Combinator"
988,988,flexport,Sep 2016,Series B-2,$125K,$28.91MM,$0.68,$320.11MM,"Founders Fund, Bloomberg Beta, Felicis Ventures",$0.68,"42,231,600",28.1%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Founders Fund, 7percent Ventures, Ceyuan Ventures, Felicis Ventures, Fenway Summer Ventures, FJ Labs, Initialized Capital, A-Grade Investments, Bloomberg Beta, Cherubic Ventures, First Round Capital, FUEL Capital, Google Ventures, Susa Ventures, Y Combinator"
989,989,flexport,Aug 2015,Series A,$28.79MM,$28.79MM,$0.68,$102.54MM,"Founders Fund, 7percent Ventures, Ceyuan Ventures",$0.68,"42,231,600",28.1%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Founders Fund, 7percent Ventures, Ceyuan Ventures, Felicis Ventures, Fenway Summer Ventures, FJ Labs, Initialized Capital, A-Grade Investments, Bloomberg Beta, Cherubic Ventures, First Round Capital, FUEL Capital, Google Ventures, Susa Ventures, Y Combinator"
990,990,betterment,Sep 2021,Series F,$60MM,$336.99MM,$12.56,$1.28B,"Treasury, Kinnevik, Bessemer Venture Partners",$0.34,"8,749,162",35.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Bessemer Venture Partners, Anthemis Group, Reinmkr"
991,991,betterment,Jul 2017,Series E,$172MM,$276.99MM,$9.33,$722.81MM,"Kinnevik, Bessemer Venture Partners, Citi Ventures",$0.34,"8,749,162",35.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Bessemer Venture Partners, Anthemis Group, Reinmkr"
992,992,betterment,Feb 2015,Series D,$60MM,$104.99MM,$7.65,$499.87MM,"Francisco Partners, Haystack Partners, Anthemis Group",$0.34,"8,749,162",35.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Bessemer Venture Partners, Anthemis Group, Reinmkr"
993,993,betterment,Apr 2014,Series C,$32MM,$44.99MM,$2.62,$151.34MM,"Citi Ventures, Globespan Capital Partners, Menlo Ventures",$0.34,"8,749,162",35.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Bessemer Venture Partners, Anthemis Group, Reinmkr"
994,994,betterment,Sep 2012,Series B,$9.99MM,$12.99MM,$0.73,$32.75MM,"Menlo Ventures, Anthemis Group, Bessemer Venture Partners",$0.34,"8,749,162",35.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Bessemer Venture Partners, Anthemis Group, Reinmkr"
995,995,betterment,Nov 2010,Series A,$3MM,$3MM,$0.34,$8.57MM,"Bessemer Venture Partners, Anthemis Group, Reinmkr",$0.34,"8,749,162",35.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Bessemer Venture Partners, Anthemis Group, Reinmkr"
996,996,turo,Feb 2020,Series E,$240.52MM,$456.02MM,$10.14,$1.24B,"IAC, Manhattan Venture Partners, Allen & Co.",$0.90,"5,885,733",45.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"August Capital, Fontinalis Partners, GV"
997,997,turo,Feb 2020,Series E-1,$41.5MM,$256.99MM,$7.60,$1.24B,"IAC, Manhattan Venture Partners, Allen & Co.",$0.90,"5,885,733",45.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"August Capital, Fontinalis Partners, GV"
998,998,turo,Mar 2018,Series D-1,$5MM,$215.49MM,$9.34,$695.2MM,"Daimler, SK Group, Liberty Mutual Strategic Ventures",$0.90,"5,885,733",45.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"August Capital, Fontinalis Partners, GV"
999,999,turo,Sep 2017,Series D,$112.96MM,$210.49MM,$9.34,$695.2MM,"Daimler, SK Group, Liberty Mutual Strategic Ventures",$0.90,"5,885,733",45.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"August Capital, Fontinalis Partners, GV"
1000,1000,turo,Nov 2015,Series C,$44.81MM,$97.53MM,$4.78,$294.84MM,"Kleiner Perkins Caufield & Byers, August Capital, Canaan Partners",$0.90,"5,885,733",45.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"August Capital, Fontinalis Partners, GV"
1001,1001,turo,Aug 2014,Series B,$34.2MM,$52.73MM,$2.10,$109.44MM,"Trinity Ventures, Canaan Partners, Maniv Mobility",$0.90,"5,885,733",45.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"August Capital, Fontinalis Partners, GV"
1002,1002,turo,Sep 2013,Series A-2,$13.22MM,$18.53MM,$1.14,$39.9MM,"Expansion Venture Capital, Norwest Venture Partners, Webb Investment Network",$0.90,"5,885,733",45.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"August Capital, Fontinalis Partners, GV"
1003,1003,turo,May 2011,Series A,$5.31MM,$5.31MM,$0.90,$11.8MM,"August Capital, Fontinalis Partners, GV",$0.90,"5,885,733",45.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"August Capital, Fontinalis Partners, GV"
1004,1004,airtable,Sep 2020,Series D,$190MM,$366.37MM,$56.54,$2.59B,"Thrive Capital, Benchmark, Coatue Management",$7.80,"4,597,210",13.2%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Caffeinated Capital, CRV, Freestyle Capital, Olam Capital, Slow Ventures"
1005,1005,airtable,Mar 2018,Series B,$21.56MM,$32.2MM,$3.17,$271.49MM,"Caffeinated Capital, CRV, Freestyle Capital",$7.80,"4,597,210",13.2%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Caffeinated Capital, CRV, Freestyle Capital, Olam Capital, Slow Ventures"
1006,1006,airtable,Jun 2015,Series A,$7.64MM,$9.84MM,$1.35,$28.51MM,"Tuesday Capital, Caffeinated Capital, CRV",$7.80,"4,597,210",13.2%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Caffeinated Capital, CRV, Freestyle Capital, Olam Capital, Slow Ventures"
1007,1007,airtable,Jun 2015,Series A-1,$800K,$3MM,$1.22,$28.51MM,"Tuesday Capital, Caffeinated Capital, CRV",$7.80,"4,597,210",13.2%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Caffeinated Capital, CRV, Freestyle Capital, Olam Capital, Slow Ventures"
1008,1008,airtable,Feb 2015,Series Seed,$2.2MM,$2.2MM,$0.69,$7.33MM,"Caffeinated Capital, Freestyle Capital, Data Collective",$7.80,"4,597,210",13.2%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Caffeinated Capital, CRV, Freestyle Capital, Olam Capital, Slow Ventures"
1009,1009,airtable,Dec 2021,Series F,$735MM,$1.37B,$187.28,$11.75B,"XN, Franklin Templeton, J.P. Morgan",$7.80,"4,597,210",13.2%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Caffeinated Capital, CRV, Freestyle Capital, Olam Capital, Slow Ventures"
1010,1010,airtable,Mar 2021,Series E,$270MM,$636.37MM,$106.97,$5.77B,"Greenoaks Capital, WndrCo, Caffeinated Capital",$7.80,"4,597,210",13.2%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Caffeinated Capital, CRV, Freestyle Capital, Olam Capital, Slow Ventures"
1011,1011,airtable,Nov 2018,Series C,$103.02MM,$171.07MM,$26.73,$1.08B,"Benchmark, Caffeinated Capital, Coatue Management",$7.80,"4,597,210",13.2%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Caffeinated Capital, CRV, Freestyle Capital, Olam Capital, Slow Ventures"
1012,1012,airtable,Nov 2018,Series C-1,$5.3MM,$73.35MM,$8.05,$1.08B,"Benchmark, Caffeinated Capital, Coatue Management",$7.80,"4,597,210",13.2%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Caffeinated Capital, CRV, Freestyle Capital, Olam Capital, Slow Ventures"
1013,1013,airtable,Mar 2018,Series B-1,$35.85MM,$46.49MM,$7.80,$271.49MM,"Caffeinated Capital, CRV, Freestyle Capital",$7.80,"4,597,210",13.2%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Caffeinated Capital, CRV, Freestyle Capital, Olam Capital, Slow Ventures"
1014,1014,tecovas,Jan 2022,Series C,$35MM,$96.69MM,$23.13,$633.7MM,"Elephant, Access Capital, Seamless Capital",$0.45,"4,631,570",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Blue Collective
1015,1015,tecovas,Feb 2020,Series B,$15MM,$49.69MM,$8.23,$206.28MM,"Elephant, Plus Capital",$0.45,"4,631,570",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Blue Collective
1016,1016,tecovas,Feb 2020,Series B-1,$12MM,$46.69MM,$6.73,$206.28MM,"Elephant, Plus Capital",$0.45,"4,631,570",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Blue Collective
1017,1017,tecovas,Jun 2019,Series A,$30MM,$34.69MM,$6.49,$134.88MM,Elephant,$0.45,"4,631,570",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Blue Collective
1018,1018,tecovas,Oct 2017,Series Seed II,$2.61MM,$4.69MM,$1.20,$18.1MM,YETI Capital,$0.45,"4,631,570",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Blue Collective
1019,1019,tecovas,Oct 2016,Series Seed,$2.08MM,$2.08MM,$0.45,$5.95MM,Blue Collective,$0.45,"4,631,570",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Blue Collective
1020,1020,datastax,Jun 2022,Series F-2,$115MM,$348.86MM,$8.66,$1.71B,"Goldman Sachs, Rokos Capital Management, EDB Investments",$0.40,"6,457,208",30.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Lightspeed Venture Partners, Sequoia Capital"
1021,1021,datastax,May 2021,Series F-1,$37.57MM,$233.86MM,$7.53,$1.29B,Goldman Sachs,$0.40,"6,457,208",30.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Lightspeed Venture Partners, Sequoia Capital"
1022,1022,datastax,Sep 2014,Series E,$111.97MM,$196.29MM,$7.18,$937.65MM,"Kleiner, Perkins, Caufield & Byers",$0.40,"6,457,208",30.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Lightspeed Venture Partners, Sequoia Capital"
1023,1023,datastax,Aug 2013,Series D,$45.3MM,$84.32MM,$3.92,$377.76MM,"Scale Venture Partners, DFJ Growth, Next World Capital",$0.40,"6,457,208",30.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Lightspeed Venture Partners, Sequoia Capital"
1024,1024,datastax,Oct 2012,Series C,$25MM,$39.02MM,$1.74,$146.66MM,"Meritech Capital Partners, Lightspeed Venture Partners, Crosslink Capital",$0.40,"6,457,208",30.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Lightspeed Venture Partners, Sequoia Capital"
1025,1025,datastax,Sep 2011,Series B,$11.45MM,$14.02MM,$0.45,$28.7MM,"Crosslink Capital, Lightspeed Venture Partners",$0.40,"6,457,208",30.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Lightspeed Venture Partners, Sequoia Capital"
1026,1026,datastax,Oct 2010,Series A,$2.57MM,$2.57MM,$0.40,$8.58MM,"Lightspeed Venture Partners, Sequoia Capital",$0.40,"6,457,208",30.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Lightspeed Venture Partners, Sequoia Capital"
1027,1027,consensys,Mar 2022,Series D,$450MM,$704.73MM,$140.06,$7.07B,"ParaFi Capital, Temasek, SoftBank",$2.52,"10,875,000",30.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"J.P. Morgan, Mastercard, UBS AG, Protocol Labs, Maker Foundation, Fenbushi, The LAO, Alameda Research, CMT Digital, Greater Bay Area Homeland Development Fund"
1028,1028,consensys,Nov 2021,Series-C-1-NV,$116.63MM,$171.35MM,$68.40,$3.2B,"Marshall Wace, Third Point, ParaFi Capital",$2.52,"10,875,000",30.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"J.P. Morgan, Mastercard, UBS AG, Protocol Labs, Maker Foundation, Fenbushi, The LAO, Alameda Research, CMT Digital, Greater Bay Area Homeland Development Fund"
1029,1029,consensys,Nov 2021,Series C-1-V,$55.05MM,$109.78MM,$68.40,$3.2B,"Marshall Wace, Third Point, ParaFi Capital",$2.52,"10,875,000",30.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"J.P. Morgan, Mastercard, UBS AG, Protocol Labs, Maker Foundation, Fenbushi, The LAO, Alameda Research, CMT Digital, Greater Bay Area Homeland Development Fund"
1030,1030,consensys,Nov 2021,Series C-2-NV,$9.08MM,$63.81MM,$11.28,$3.2B,"Marshall Wace, Third Point, ParaFi Capital",$2.52,"10,875,000",30.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"J.P. Morgan, Mastercard, UBS AG, Protocol Labs, Maker Foundation, Fenbushi, The LAO, Alameda Research, CMT Digital, Greater Bay Area Homeland Development Fund"
1031,1031,consensys,Nov 2021,Series C-2-V,$19.24MM,$73.96MM,$11.28,$3.2B,"Marshall Wace, Third Point, ParaFi Capital",$2.52,"10,875,000",30.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"J.P. Morgan, Mastercard, UBS AG, Protocol Labs, Maker Foundation, Fenbushi, The LAO, Alameda Research, CMT Digital, Greater Bay Area Homeland Development Fund"
1032,1032,consensys,Apr 2021,Series B,$2.00,$2.00,$2.52,$91.21MM,"J.P. Morgan, Mastercard, UBS AG",$2.52,"10,875,000",30.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"J.P. Morgan, Mastercard, UBS AG, Protocol Labs, Maker Foundation, Fenbushi, The LAO, Alameda Research, CMT Digital, Greater Bay Area Homeland Development Fund"
